year,country,animal_id,order,family,genus,binomial,pregnant_mod,lactating_mod,specimen_id,specimen_type_group,test_requested,test_requested_protocol,test_requested_mod,test_requested_viral_family,diagnostic_laboratory_name,test_id,confirmation_result_mod,virus_detected,viral_species
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948965,oral/nasal/oropharyngeal swab,Herpesviruses,"Chmielewicz et al, Term gene","Herpesviridae, Herpesviruses: Chmielewicz, Term",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953889,Negative,0,NA
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948965,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953977,Negative,0,NA
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948965,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953987,Negative,0,NA
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948966,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655570,Negative,0,NA
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948966,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848430,Negative,0,NA
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948967,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655560,Negative,0,NA
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948967,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848432,Negative,0,NA
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949022,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655571,Negative,0,NA
2013,Malaysia,196631,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949022,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848431,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948787,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654461,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948787,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848475,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949031,oral/nasal/oropharyngeal swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953867,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949031,oral/nasal/oropharyngeal swab,Astroviruses,"Chu et al, RdRp gene","Astroviridae, Astroviruses: Chu, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953868,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949031,oral/nasal/oropharyngeal swab,Coronaviruses,"Modified Watanabe et al, RdRp gene","Coronaviridae, Coronaviruses: Anthony, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953869,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949031,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953870,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949031,oral/nasal/oropharyngeal swab,Herpesviruses,"Chmielewicz et al, Term gene","Herpesviridae, Herpesviruses: Chmielewicz, Term",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953790,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949031,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953791,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949031,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953874,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949032,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654460,Negative,0,NA
2013,Malaysia,196633,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949032,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848474,Negative,0,NA
2013,Malaysia,196634,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948790,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654462,Negative,0,NA
2013,Malaysia,196634,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948790,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848476,Negative,0,NA
2013,Malaysia,196634,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948792,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654463,Negative,0,NA
2013,Malaysia,196634,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948792,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848477,Negative,0,NA
2013,Malaysia,196634,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948794,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654407,Negative,0,NA
2013,Malaysia,196634,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948794,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847465,Negative,0,NA
2013,Malaysia,196634,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948984,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654406,Negative,0,NA
2013,Malaysia,196634,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948984,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847464,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948986,oral/nasal/oropharyngeal swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953901,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948986,oral/nasal/oropharyngeal swab,Astroviruses,"Chu et al, RdRp gene","Astroviridae, Astroviruses: Chu, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953902,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948986,oral/nasal/oropharyngeal swab,Coronaviruses,"Modified Watanabe et al, RdRp gene","Coronaviridae, Coronaviruses: Anthony, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953903,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948986,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953904,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948986,oral/nasal/oropharyngeal swab,Herpesviruses,"Chmielewicz et al, Term gene","Herpesviridae, Herpesviruses: Chmielewicz, Term",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953912,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948986,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953913,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948986,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",952981,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948987,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654408,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948987,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847466,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948991,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654409,Negative,0,NA
2013,Malaysia,196635,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948991,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847467,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948934,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654764,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948934,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847485,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948937,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654763,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,948937,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847484,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949019,oral/nasal/oropharyngeal swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",954029,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949019,oral/nasal/oropharyngeal swab,Astroviruses,"Chu et al, RdRp gene","Astroviridae, Astroviruses: Chu, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",954030,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949019,oral/nasal/oropharyngeal swab,Coronaviruses,"Modified Watanabe et al, RdRp gene","Coronaviridae, Coronaviruses: Anthony, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",954116,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949019,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",954117,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949019,oral/nasal/oropharyngeal swab,Herpesviruses,"Chmielewicz et al, Term gene","Herpesviridae, Herpesviruses: Chmielewicz, Term",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953876,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949019,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953923,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949019,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953925,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949020,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",654762,Negative,0,NA
2013,Malaysia,196638,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949020,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847468,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949199,uro/urogenital swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655419,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949199,uro/urogenital swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847737,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949201,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655420,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949201,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847738,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949203,rectal/anal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655421,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949203,rectal/anal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847216,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949204,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655123,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949204,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847218,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949207,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655122,Negative,0,NA
2013,Malaysia,196640,Chiroptera,Hipposideridae,Hipposideros,Hipposideros diadema,0,0,949207,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",847217,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949179,oral/nasal/oropharyngeal swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953598,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949179,oral/nasal/oropharyngeal swab,Astroviruses,"Chu et al, RdRp gene","Astroviridae, Astroviruses: Chu, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953599,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949179,oral/nasal/oropharyngeal swab,Coronaviruses,"Modified Watanabe et al, RdRp gene","Coronaviridae, Coronaviruses: Anthony, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953600,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949179,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953601,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949179,oral/nasal/oropharyngeal swab,Herpesviruses,"Chmielewicz et al, Term gene","Herpesviridae, Herpesviruses: Chmielewicz, Term",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953518,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949179,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953519,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949179,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953521,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949180,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655484,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949180,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848408,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949184,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655485,Negative,0,NA
2013,Malaysia,196646,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949184,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848409,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949154,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655487,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949154,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848411,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949186,oral/nasal/oropharyngeal swab,Astroviruses,"Atkins et al, RdRp gene","Astroviridae, Astroviruses: Atkins, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953607,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949186,oral/nasal/oropharyngeal swab,Astroviruses,"Chu et al, RdRp gene","Astroviridae, Astroviruses: Chu, RdRp",Astroviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953633,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949186,oral/nasal/oropharyngeal swab,Coronaviruses,"Modified Watanabe et al, RdRp gene","Coronaviridae, Coronaviruses: Anthony, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953634,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949186,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953635,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949186,oral/nasal/oropharyngeal swab,Herpesviruses,"Chmielewicz et al, Term gene","Herpesviridae, Herpesviruses: Chmielewicz, Term",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953645,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949186,oral/nasal/oropharyngeal swab,Herpesviruses,"Van DeVanter et al, Pol gene","Herpesviridae, Herpesviruses: VanDevanter, Pol",Herpesviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953646,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949186,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Wildlife Health, Genetic and Forensic Laboratory, Sabah Wildlife Department",953648,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949187,oral/nasal/oropharyngeal swab,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655486,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949187,oral/nasal/oropharyngeal swab,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848410,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949188,blood products,Coronaviruses,"Quan et al, RdRp gene","Coronaviridae, Coronaviruses: Quan, RdRp",Coronaviridae,"Center for Infection and Immunity, Columbia University",655492,Negative,0,NA
2013,Malaysia,196647,Chiroptera,Hipposideridae,Hipposideros,Hipposideros galeritus,0,0,949188,blood products,Paramyxoviruses,"Tong et al, Pol gene","Paramyxoviridae, Paramyxoviruses: Tong, Pol",Paramyxoviridae,"Center for Infection and Immunity, Columbia University",848412,Negative,0,NA
